communication_range,Av Savings Alliance,Av Savings Contractors,Av Savings Managers,Av Savings non-Alliance,Total Fuel Used,steps,negotiation_method,joining_method,n_manager,origin_airport_x,origin_airport_y,destination_airport_x,destination_airport_y,max_bid_contractor,min_bid_auctioneer
200,785.8796704799582,865.7577134255869,743.7427012798239,829.5320664824466,40198.9,3395,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,814.9239479615155,882.6705336544973,746.1311239440852,832.2573373191966,40905.68,3423,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,762.6676906827673,840.8421645129721,742.8711063962996,824.3787397181046,40506.12,4000,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,801.3557640282869,862.592070275401,745.4916599494617,825.349334222851,40405.48,3399,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,817.3959818052107,859.0445986143939,745.4122221706996,803.4799337618068,40047.58,3426,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,824.807246972697,880.7227481339586,736.3701306063397,816.9529166387997,40647.52,3376,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,747.5183247845999,864.0372720677672,701.1760194105485,822.284984974585,40139.52,4000,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,782.5940793998318,835.8996647132876,749.8982910937111,805.5023351472497,40313.88,4000,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,796.7438514501906,864.9193503867648,742.3636703359724,836.8362749806723,40680.04,3409,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,765.8614565730493,886.5498353061431,710.3963410741435,831.9577422170058,40844.98,4000,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,808.7564448476912,888.3258673817024,748.9359016186918,848.4455052290363,41290.4,3468,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,804.1409322614321,842.6747718699246,750.8710500881939,807.1615170877656,39866.2,3426,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,720.609311138389,821.5757494650812,707.4947262236749,809.0299920805585,40680.96,4000,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,786.8089951095556,848.5022887257037,746.8435678168009,818.4700465002369,39866.4,3381,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,761.3715452987549,846.1665338818585,728.5386902580436,804.6733232507485,39824.18,4000,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
200,748.2956497923963,857.8198158559959,700.2517988216684,825.790581875511,40265.62,4000,0,2,40,"[0.01, 0.1]","[0.01, 0.1]","[0.9, 0.99]","[0.9, 0.99]",0.5,0.5
